strain	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200	201	202	203	204	205
Prochlorococcus marinus str. NATL1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Desulforudis audaxviator MP104C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0259380741726553e-7	0	0	0	0	0	0
Kordia algicida OT-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0259380741726553e-7	0	0	0	0	0	0
Thalassiobium sp. R2A62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia sp. EuI1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacterium dolichum DSM 3991	4.1909163902105836e-4	3.3289166459773257e-4	3.5997981782462173e-4	3.855492638317069e-4	6.37422868478057e-4	7.679192920819929e-4	7.665177427592139e-4	8.411072457983876e-4	9.480427576301588e-4	4.8416153963266314e-4	5.569434259373037e-4	7.160922393615659e-4	9.535590843249647e-4	0.0018169835654131025	1.0159973399342373e-4	9.569442564346123e-5	0.00485350025786284	0.007341715140990056	0.0012271486462834503	9.310697651635148e-4	0.0019404799979607435	3.508493146962946e-4	1.5923128710024158e-4	3.5074638047376006e-4	3.108371296542688e-4	3.2797042854584206e-4	4.290396734910371e-4	6.019563486475017e-4	3.395364158484377e-4	0.001216170347193983	3.8671301569155906e-4	8.986122636205377e-4	7.911441134703236e-4	8.356392590276934e-4	6.452628728839498e-4	5.189760295800563e-4	5.644681794395875e-4	5.166944320710748e-4	3.963976471543587e-4	3.601619952675412e-4	7.154818180618353e-4	6.23848396046702e-4	9.151230482634979e-4	0.0010634874076873744	8.736096532822533e-4	9.756021743627372e-4	3.7000983766560715e-4	6.403105800268086e-4	7.216030474507895e-4	0.00159496386484405
Turicibacter sanguinis PC909	3.0222954737095556e-7	8.200564485856383e-7	7.997012773000165e-7	5.5920911157025e-7	7.159265270169334e-5	1.0115129130474981e-4	1.5741852400387386e-5	4.671260945231521e-6	5.9731445095650794e-5	7.901516326805063e-6	7.7295049498865e-6	1.4236649091878344e-5	3.5876987854204533e-6	1.3964767397486017e-4	6.931323462466852e-4	4.966327835334575e-4	5.748282866810011e-4	6.406309821020107e-5	2.2021078461908526e-4	1.7217662323989615e-4	6.587185355498336e-4	1.5386322249074814e-5	1.0880744590134129e-4	1.1292970583435455e-5	2.6521939390295974e-7	1.3107582071486692e-6	0	7.588482176457632e-7	6.138788932352879e-8	0	1.7613447070971818e-6	1.568297664383238e-4	3.606686399644122e-4	4.5950148320963015e-4	3.219876450921762e-4	2.040458231801437e-4	1.4985880870077543e-5	8.014155037763427e-7	0	2.777598935225253e-6	6.527234053594608e-5	5.811064848578178e-6	3.910444655476791e-5	2.2570637631798415e-6	1.3008430594192914e-4	6.0738674307878205e-5	2.130203182652658e-5	5.964303473303607e-7	2.8388015868443373e-4	4.3968658535587955e-4
Enterococcus casseliflavus EC10	1.0074318245698518e-7	2.0501411214640959e-7	3.4272911884286425e-7	3.5586034372652275e-7	0	0	0	0	0	0	0	0	5.125283979172076e-8	1.5638037399200468e-7	4.0688720061443225e-8	0	0	0	2.5998911997530727e-7	5.222220905062061e-8	1.706966922907058e-7	0	2.1610217656671556e-7	0	1.7681292926863985e-7	2.8087675867471484e-7	0	1.2647470294096054e-7	6.138788932352879e-8	0	0	0	0	0	2.759105784851553e-7	3.711611153799794e-7	6.750396788323218e-8	1.0928393233313764e-6	6.548779896817424e-8	7.122048551859624e-8	0	0	7.899888192882406e-8	1.0259380741726553e-7	8.701291367353121e-8	0	6.45516115955351e-8	8.520433533290867e-8	0	1.0352874625756523e-7
Anaplasma centrale str. Israel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
